Class	Subject	abstract
Lung	Outcomes	"It remains controversial whether there is a gender difference in survival of patients with resected non-small cell lung cancer.We retrospectively analyzed 2770 patients (1689 men and 1081 women) with non-small cell lung cancer who underwent pulmonary resection between 1995 and 2005 at the National Cancer Center Hospital, Tokyo. A gender difference in survival was studied in all patients, in those divided according to histology or pathologic stage, and in propensity-matched gender pairs.There were no differences in background, such as preoperative pulmonary function, operation procedures, or operative mortality. The proportions of adenocarcinoma and pathologic stage I in women were greater than those in men (93.6% vs 61.7% and 71.4% vs 58.6%, respectively) (P < .001). Overall 5-year survival of women was better than that of men (81% vs 70%, P < .001). In adenocarcinoma, the overall 5-year survival for women was better than that for men in pathologic stage I (95% vs 87%, P < .001) and in pathologic stage II or higher (58% vs 51%, P = .017). In non-adenocarcinoma, there was no significant gender difference in survival in pathologic stage I (P = .313) or pathologic stage II or higher (P = .770). The variables such as age, smoking status, histology, and pathologic stage were used for propensity score matching, and survival analysis of propensity score-matched gender pairs did not show a significant difference (P = .69).Women had better survival than men; however, there was no survival advantage in propensity-matched gender pairs. A gender difference in survival was observed only in the adenocarcinoma subset, suggesting pathobiology in adenocarcinoma in women might be different from that of men."
Lung	Outcomes	"Social support is defined as a network of family/friends who provide practical and emotional help. A sizable literature describes a direct relationship between social support and improved cancer clinical outcomes. This study explored the extent of social support and its potential association with survival and adverse events in geriatric lung cancer patients.One hundred thirteen patients, who were aged 65 years or older, had incurable cancer, and were enrolled in one of two chemotherapy trials, completed the Lubben Social Network Scale, a validated instrument that measures social support. All were followed for survival and chemotherapy-related adverse events.The median age (range) of the cohort was 74 years (65-91), and performance scores of 0, 1, or 2 were observed in 29%, 55%, and 16%, respectively. Forty-two percent were women. This cohort had a high level of social support: 81% reported they ""always"" had someone to take them to medical appointments. However, there were no gender-based differences in social support and no associations between social support and either survival or adverse events.In this cohort of geriatric lung cancer patients - all of whom were treated during a clinical trial - there was a high level of social support. However, there were no gender-based differences in extent of social support, and the latter did not predict clinical outcomes."
Lung	Epidemiology	"The triennial mortality rates for lung cancer in the two decades 1981-2001 in the province of Lecce, Italy, are significantly higher than those for the entire region of Apulia (to which the Province of Lecce belongs) and the national reference rates. Moreover, analyzing the rates in the three-year periods 1993-95, 1996-98 and 1999-01, there is a dramatic increase in mortality for both males and females, which still remains essentially unexplained: to understand the extent of this phenomenon, it is worth noting that the standardized mortality rate for males in 1999-01 is equal to 13.92 per 10000 person-years, compared to a value of 6.96 for Italy in the 2000-2002 period.These data have generated a considerable concern in the press and public opinion, which with little scientific reasoning have sometimes identified suspected culprits of the risk excess (for example, the emission caused by a number of large industrial sites located in the provinces of Brindisi and Taranto, bordering the Province of Lecce). The objective of this paper is to study on a scientifically sound basis the spatial distribution of risk for lung cancer mortality in the province of Lecce. Our goal is to demonstrate that most of the previous explanations are not supported by data: to this end, we will follow a hybrid approach that combines both frequentist and Bayesian disease mapping methods. Furthermore, we define a new sequential algorithm based on a modified version of the Besag-York-Molli̩ (BYM) model, suitably modified to detect geographical clusters of disease.Standardized mortality ratios (SMRs) for lung cancer in the province of Lecce: For males, the relative risk (measured by means of SMR, i.e. the ratio between observed and expected cases in each area under internal standardization) was judged to be significantly greater than 1 in many municipal areas, the significance being evaluated under the null hypothesis of neutral risk on the ground of area-specific p-values (denoted by rhoi); in addition, it was seen that high risk areas were not randomly distributed within the province, but showed a sharp clustering. The most perceptible cluster involved a collection of municipalities around the Maglie area (Istat code: 75039), while the association among the municipalities of Otranto, Poggiardo and Santa Cesarea Terme (Istat codes: 75057, 75061, 75072) was more ambiguous. For females, it was noteworthy the significant risk excess in the city of Lecce (Istat code: 75035), where an SMR of 1.83 and rhoi < 0.01 have been registered. BYM model for the province of Lecce: For males, Bayes estimates of relative risks varied around an overall mean of 1.04 with standard deviation of 0.1, with a minimum of 0.77 and a maximum of 1.25. The posterior relative risks for females, although smoothed, showed more variation than for males, ranging form 0.74 to 1.65, around a mean of 0.90 with standard deviation 0.12. For males, 95% posterior credible intervals of relative risks included unity in every area, whereas significantly elevated risk of mortality was confirmed in the Lecce area for females (95% posterior CI: 1.33 - 2.00). BYM model for the whole Apulia: For males, internally standardized maps showed several high risk areas bordering the province of Lecce, belonging to the province of Brindisi, and the presence of a large high risk region, including the southern part of the province of Brindisi and the eastern and southern part of the Salento peninsula, in which an increasing trend in the north-south direction was found.Ecological correlation study with deprivation (Cadum Index): For males, posterior mean of the ecological regression coefficient beta resulted to be 0.04 with 95% posterior credible interval equal to (-0.01, 0.08); similarly, beta was estimated as equal to -0.03 for females (95% posterior credible interval: -0.16, 0.10). Moreover, there was some indication of nonlinearly increasing relative risk with increasing deprivation for higher deprivation levels. For females, it was difficult to postulate the existence of any association between risk and deprivation.Cluster detection: cluster detection based on a modified BYM model identified two large unexplained increased risk clusters in the central-eastern and southern part of the peninsula. Other secondary clusters, which raise several complex interpretation issues, are present.Our results reduce the alleged role of the industrial facilities located around the province of Taranto: in particular, air pollution produced around the city of Taranto (which lies to the west of the province of Lecce) has been often identified as the main culprit of the mortality excess, a conclusion that was further supported by a recent study on the direction of prevailing winds on Salento. This hypothesis is contradicted by the finding that those municipalities that directly border on the province of Taranto (belonging to the so-called ""Jonico-Salentina"" band) are those that present low mortality rates (at least for males). In the same way, the responsibilities of energy production plants located in the province of Brindisi (Brindisi province lies to the north) appear to be of little relevance. For females, given the situation observed in the city of Lecce, and given the substantial increase in mortality observed in younger age classes, further investigation is required into the role played by changes in lifestyle, including greater net propensity to smoke that women have shown since the 80s onwards (a phenomenon which could be amplified in a city traditionally cultured and modern as Lecce, as the tobacco habit is a largely cultural phenomenon). For males, the presence of high levels of deprivation throughout the eastern and southern Salento is likely to play an important role: those with lower socio-economic status smoke more, and gender differences may be explained on the basis of the fact that in less developed areas women have less habit to tobacco smoking and alcohol drinking (and other harmful lifestyles), which are seen as purely masculine behaviour: research into the role of material deprivation and individual lifestyle differences between genders should be further developed."
Lung	Review	"In the early 1900s, lung cancer was a rare malignancy in women, but starting from the 1960s it has progressively reached epidemic proportions, surpassing breast cancer in 1987 and becoming the leading cause of cancer deaths in many countries. Retrospective data show that the 5-year survival rate for women who have lung cancer is 15.6%, compared with 12.5% for men, and this improved survival could have important implications in the design and interpretation of lung cancer trials. Women have major responses to therapy regardless of stage, therapeutic modalities or histology. The increase of lung cancer incidence among women is reflected in their clinical trial participation, causing a survival improvement and suggesting the need of stratification by sex in future studies. No specific drugs for women with lung cancer are currently available, but researchers are devoting energies in this area in order to better understand the implication of gender differences in epidemiology, pathogenesis, prognosis and tumor response."
Lung	Review	"In the early 1900s, lung cancer was a rare malignancy in women, but starting from the 1960s it has progressively reached epidemic proportions, surpassing breast cancer in 1987 and becoming the leading cause of cancer deaths in many countries. Retrospective data show that the 5-year survival rate for women who have lung cancer is 15.6%, compared with 12.5% for men, and this improved survival could have important implications in the design and interpretation of lung cancer trials. Women have major responses to therapy regardless of stage, therapeutic modalities or histology. The increase of lung cancer incidence among women is reflected in their clinical trial participation, causing a survival improvement and suggesting the need of stratification by sex in future studies. No specific drugs for women with lung cancer are currently available, but researchers are devoting energies in this area in order to better understand the implication of gender differences in epidemiology, pathogenesis, prognosis and tumor response."
Lung	Management	"Gender and age differences in medical care are well documented. We examined age and gender differences in Medicare expenditures for lung cancer decedents in the last year of life (LYOL) through a cross-sectional study of Medicare administrative and claims data.Participants were aged Medicare beneficiaries (>or=68) with lung cancer, who were covered by Parts A and B for 36 months before death (1996-1999; n = 13,120). Regression techniques were used to estimate age and gender differences in mean Medicare utilization and expenditures in the LYOL overall and by type of service, conditional on use: inpatient, outpatient, physician, skilled nursing facility (SNF), home health, and hospice, controlling for demographic, clinical, geographic, and supply characteristics.Women were more likely than men to use inpatient, SNF, home health, and hospice services. Women's average expenditures were approximately dollars 1,900 greater than men's, with differences attributed to higher average expenditures for SNF, home health, and hospice. Older cohorts used fewer inpatient and outpatient services and used more SNF and hospice services in their LYOL. Average Medicare expenditures were significantly lower in older cohorts (dollars 8,487 less for those age >or=85 at death than for those 68-74). Adjusting for age explains most of the gender differences in average Medicare expenditures. Remaining gender differences vary across age cohorts, with larger gender differences in social-supportive service expenditures among those 68-74 and 75-84 and outpatient and physician services among those 75-84 and >or=85.Our findings suggest that gender disparities in expenditures are generally small at the end of life for lung cancer decedents, particularly among the older cohorts. As expected, the bigger observed differences are by age although the direction of the association is not consistent across types of service. Higher expenditures for women on social-supportive services may reflect fewer informal supports for older women compared with men."
Lung	Management	"Gender and age differences in medical care are well documented. We examined age and gender differences in Medicare expenditures for lung cancer decedents in the last year of life (LYOL) through a cross-sectional study of Medicare administrative and claims data.Participants were aged Medicare beneficiaries (>or=68) with lung cancer, who were covered by Parts A and B for 36 months before death (1996-1999; n = 13,120). Regression techniques were used to estimate age and gender differences in mean Medicare utilization and expenditures in the LYOL overall and by type of service, conditional on use: inpatient, outpatient, physician, skilled nursing facility (SNF), home health, and hospice, controlling for demographic, clinical, geographic, and supply characteristics.Women were more likely than men to use inpatient, SNF, home health, and hospice services. Women's average expenditures were approximately dollars 1,900 greater than men's, with differences attributed to higher average expenditures for SNF, home health, and hospice. Older cohorts used fewer inpatient and outpatient services and used more SNF and hospice services in their LYOL. Average Medicare expenditures were significantly lower in older cohorts (dollars 8,487 less for those age >or=85 at death than for those 68-74). Adjusting for age explains most of the gender differences in average Medicare expenditures. Remaining gender differences vary across age cohorts, with larger gender differences in social-supportive service expenditures among those 68-74 and 75-84 and outpatient and physician services among those 75-84 and >or=85.Our findings suggest that gender disparities in expenditures are generally small at the end of life for lung cancer decedents, particularly among the older cohorts. As expected, the bigger observed differences are by age although the direction of the association is not consistent across types of service. Higher expenditures for women on social-supportive services may reflect fewer informal supports for older women compared with men."
Lung	Pathophysiology	"Numerous epidemiological observations point to sex differences in lung cancer etiology and progression. The present study was aimed at understanding the bases of these sex differences. To test the effect of estradiol on tumor progression, we used a mouse model based on conditional Kras expression and concurrent deletion of Tp53 following inhalation of an adenoviral vector expressing Cre recombinase (AdeCre). Ovariectomized females and males were treated with estradiol via a continuous-release capsule. Tumor multiplicity, tumor volume, and histological grade were determined at 10 weeks after AdeCre administration. Cell proliferation was monitored by Ki67 immunohistochemistry at 4 and 10 weeks after AdeCre administration. At 10 weeks, female mice had more than twice the number of tumors evident on the surface of the lungs than male mice; ovariectomy eliminated this sex difference. The estrogen treatment significantly increased tumor number and volume in ovariectomized females and in males. Histological character of the tumors ranged from adenoma to adenocarcinoma. Ovary-intact females exhibited higher grade tumors than ovariectomized females or males. Progression to higher histological grade was stimulated by estrogen in male mice but not in ovariectomized females. At 10 weeks after AdeCre administration, tumor cell Ki67-labeling varied widely, precluding assessment of an estrogen effect; however, at 4 weeks, Ki67 labeling of lung parenchymal cells was increased 3.5-fold by estrogen. In conclusion, estrogen acts as a promoter for lung adenocarcinoma in a genetically defined lung cancer model; estrogen-induced cell proliferation in the oncogene-initiated cells is likely to play a role in this tumor promoter activity."
Lung	Pathophysiology	"Numerous epidemiological observations point to sex differences in lung cancer etiology and progression. The present study was aimed at understanding the bases of these sex differences. To test the effect of estradiol on tumor progression, we used a mouse model based on conditional Kras expression and concurrent deletion of Tp53 following inhalation of an adenoviral vector expressing Cre recombinase (AdeCre). Ovariectomized females and males were treated with estradiol via a continuous-release capsule. Tumor multiplicity, tumor volume, and histological grade were determined at 10 weeks after AdeCre administration. Cell proliferation was monitored by Ki67 immunohistochemistry at 4 and 10 weeks after AdeCre administration. At 10 weeks, female mice had more than twice the number of tumors evident on the surface of the lungs than male mice; ovariectomy eliminated this sex difference. The estrogen treatment significantly increased tumor number and volume in ovariectomized females and in males. Histological character of the tumors ranged from adenoma to adenocarcinoma. Ovary-intact females exhibited higher grade tumors than ovariectomized females or males. Progression to higher histological grade was stimulated by estrogen in male mice but not in ovariectomized females. At 10 weeks after AdeCre administration, tumor cell Ki67-labeling varied widely, precluding assessment of an estrogen effect; however, at 4 weeks, Ki67 labeling of lung parenchymal cells was increased 3.5-fold by estrogen. In conclusion, estrogen acts as a promoter for lung adenocarcinoma in a genetically defined lung cancer model; estrogen-induced cell proliferation in the oncogene-initiated cells is likely to play a role in this tumor promoter activity."
Lung	Pathophysiology	"The possible involvement of gender-dependent factors has been suggested in human non-small cell lung carcinomas (NSCLC), but their precise roles remain largely unclear. Therefore, we examined intratumoral estradiol concentrations in NSCLC to examine local actions of estrogens in NSCLC.Fifty-nine frozen specimens of NSCLC were available for liquid chromatography/electrospray tandem mass spectrometry to study intratumoral estradiol concentrations. In addition, A549 NSCLC cells stably expressing estrogen receptor (ER) alpha (A549 + ERalpha) or ERbeta (A549 + ERbeta) were used in vitro studies.Forty-three (73%) of 59 NSCLC showed higher concentration of estradiol in carcinoma tissues than the corresponding nonneoplastic lung tissues from the same patient, and intratumoral estradiol concentrations were significantly (P = 0.0002 and 2.2-fold) higher than the corresponding nonneoplastic lungs. The intratumoral concentration of estradiol was positively correlated with aromatase expression, tumor size, and Ki-67 status in ERalpha- or ERbeta-positive cases. In in vitro studies, estradiol significantly increased cell proliferation of A549 + ERalpha or A549 + ERbeta, which was significantly suppressed by selective ER modulators, tamoxifen or raloxifene. Both A549 + ERalpha and A549 + ERbeta cells expressed aromatase. The cell proliferation level in these cells was significantly increased under treatment with testosterone, and it was inhibited by addition of the aromatase inhibitor letrozole.These results suggest that estradiol is locally produced in NSCLC mainly by aromatase and plays an important role in the growth of ERalpha- or ERbeta-positive NSCLC. Therefore, use of selective ER modulators and/or aromatase inhibitors may be clinically effective in NSCLC that are positive for both ER and aromatase."
Lung	Pathophysiology	"The possible involvement of gender-dependent factors has been suggested in human non-small cell lung carcinomas (NSCLC), but their precise roles remain largely unclear. Therefore, we examined intratumoral estradiol concentrations in NSCLC to examine local actions of estrogens in NSCLC.Fifty-nine frozen specimens of NSCLC were available for liquid chromatography/electrospray tandem mass spectrometry to study intratumoral estradiol concentrations. In addition, A549 NSCLC cells stably expressing estrogen receptor (ER) alpha (A549 + ERalpha) or ERbeta (A549 + ERbeta) were used in vitro studies.Forty-three (73%) of 59 NSCLC showed higher concentration of estradiol in carcinoma tissues than the corresponding nonneoplastic lung tissues from the same patient, and intratumoral estradiol concentrations were significantly (P = 0.0002 and 2.2-fold) higher than the corresponding nonneoplastic lungs. The intratumoral concentration of estradiol was positively correlated with aromatase expression, tumor size, and Ki-67 status in ERalpha- or ERbeta-positive cases. In in vitro studies, estradiol significantly increased cell proliferation of A549 + ERalpha or A549 + ERbeta, which was significantly suppressed by selective ER modulators, tamoxifen or raloxifene. Both A549 + ERalpha and A549 + ERbeta cells expressed aromatase. The cell proliferation level in these cells was significantly increased under treatment with testosterone, and it was inhibited by addition of the aromatase inhibitor letrozole.These results suggest that estradiol is locally produced in NSCLC mainly by aromatase and plays an important role in the growth of ERalpha- or ERbeta-positive NSCLC. Therefore, use of selective ER modulators and/or aromatase inhibitors may be clinically effective in NSCLC that are positive for both ER and aromatase."
Lung	Epidemiology	"Brindisi is a town on the South coast of the Adriatic sea, where many sources of airpollutants are located nearby the urban area. A part from the airport and the harbour, mainly for passenger traffic to Greece, a wide industrial area is present (petrochemical, power plants, chemical pharmaceutical, metallurgical, manufacturing). In seven municipalities, illegal dumps have been found. South west of Brindisi is the province of Taranto, whose industrial area includes steels factory a refinery and a cement factory. In both provinces, an area at ""high risk of environmental crisis, has been identified by the Italian Ministry of Environment. In the Brindisi area, mortality from all causes, cancers and respiratory diseases. in 1990-1994 was found to be in excess.to estimate mortality among residents in the twenty municipalities of the province aggregated in four geographic areas: the one at ""high risk"" including the main town, and the areas located North. West and South of the Brindisi ""high risk"" area.descriptive geographical study.mortality analysis by gender, specific causes of death and two ten-year periods between 1981 and 2001. Standardised mortality ratios (Puglia region as referent population) and directly as well as age-standardized rates (ref. European population) have been computed.mortality from all causes and from forty selected causes.about 3,200 annual deaths have occurred in the province. Results for the high risk area confirm previous analyses while excesses in the other areas have appeared. A few municipalities, requiring a deeper investigation have been identified. Such excesses refer to mortality due to all causes, all cancers, stomach and lung cancers, respiratory and ischemic diseases.this study confirms excesses in the high risk areas and found mortality excesses in other municipality both among males and females. The results suggest to further investigate mortality both in the main town and in the small municipalities where illegal dump have been found and also in those located on the border with Taranto province."
Lung	Epidemiology	"This study assesses the epidemiological pattern of lung cancer cell-types in Ireland, with identification of any underlying gender variations.Lung cancer incidence data, including the major cell-types: squamous-cell-carcinoma (SCC), adenocarcinoma (AC), small-cell-lung-carcinoma (SCLC) and large-cell-carcinoma (LCC) were obtained from the national cancer registry (1994-2000), together with individual characteristics, such as age, gender, smoking status, and the year of diagnosis. Age-standardised incidence rates (ASIR), male-to-female (M: F) rate ratios (RR) of ASIR for SCC and AC, as well as RR of AC: SCC according to smoking status for both sexes, were estimated. Estimated-annual-percent-changes for each of the cell-types were calculated.AC incidence in females is rising annually (8.5%, p = 0.008) from 1994 to 2000, while SCC is declining (-5.4%, p = 0.01) in males. M: F ratios of ASIR are consistently greater than 'one', but converging recently. RR of AC: SCC is also approaching 'unity' across both sexes, irrespective of the smoking statusAn apparent increase in lung AC incidence in females was observed in Ireland that might indicate some local environmental risk factors, in addition to changing smoking habits. The study findings do not support the hypothesis that females in general are at higher risk for lung cancer development, but tobacco and histologic-specific susceptibility cannot be ruled out."
Lung	Outcomes	"The purpose of this analysis was to assess the impact of pretreatment factors on quality of life (QOL) in patients with locally advanced nonsmall cell lung cancer (NSCLC). In particular, this study focused on the possible interaction between gender-specific baseline health-related QOL and Karnofsky performance score (KPS) in a prospective randomized lung cancer trial. QOL information, using validated instruments (Functional Assessment of Cancer Therapy-Lung [FACT-L], version 2, and Functional Living Index-Cancer [FLIC]), was prospectively collected in patients with locally advanced NSCLC treated on Radiation Therapy Oncology Group (RTOG) trial 89-01. Between April 1990 and April 1994, 70 eligible patients participated in a phase III trial comparing a regimen containing sequential chemotherapy and radiation therapy versus sequential chemotherapy plus surgery. Of these 70 patients, 46 underwent pretreatment FLIC and 49 underwent pretreatment FACT-L. There was a significant interaction between gender and KPS using FLIC (P = 0.009), which also showed a trend toward significance with FACT (P = 0.09). Significant KPS-by-gender interactions were noted for FACT-L in the physical well-being and additional concerns-lung subscales (P = 0.012 and P = 0.0003, respectively). The results of both the FLIC and FACT-L demonstrated significantly lower scores corresponding to lower KPS values (P = 0.009 and P = 0.016, respectively). Results of this randomized study incorporating prospective QOL measurements suggested that in patients with locally advanced NSCLC, analyzing QOL data by either gender or performance status alone may not accurately reflect how these factors depend upon each another. Understanding the interaction between gender and performance status could lead to better prognosticators and potentially could tailor interventions for specific groups of patients with lung cancer."
Lung	Management	"Because quitting smoking is clearly linked to preventing health problems such as lung cancer, research on health message framing based on prospect theory suggests that gain-framed messages (i.e., emphasizing the benefits of quitting smoking) would be more persuasive in promoting cessation than loss-framed messages (i.e., emphasizing the costs of continuing to smoke). However, because women tend to anticipate greater perceived risk from quitting smoking than men, this may affect how receptive they are to specific message framing interventions. Data from 249 participants (129 females, 120 males) in a clinical trial of message framing for smoking cessation with bupropion were used to examine how gender differences in perceptions of the risks associated with quitting influence the effects of framed interventions using number of days to smoking relapse as the criterion. Perceived risk of quitting scores were dichotomized using a median split for the entire sample. Women reported a higher perceived risk of cessation than men. Participants who anticipated high risks associated with quitting smoking reported fewer days to relapse. Further, females in the gain-framed condition who reported low perceived risks of cessation had a greater number of days to relapse, as opposed to females in the loss-framed condition. These findings suggest that message framing interventions for smoking cessation should consider the influence of gender and risk perceptions associated with quitting on the effectiveness of framed interventions."
Lung	Clinical	"Because quitting smoking is clearly linked to preventing health problems such as lung cancer, research on health message framing based on prospect theory suggests that gain-framed messages (i.e., emphasizing the benefits of quitting smoking) would be more persuasive in promoting cessation than loss-framed messages (i.e., emphasizing the costs of continuing to smoke). However, because women tend to anticipate greater perceived risk from quitting smoking than men, this may affect how receptive they are to specific message framing interventions. Data from 249 participants (129 females, 120 males) in a clinical trial of message framing for smoking cessation with bupropion were used to examine how gender differences in perceptions of the risks associated with quitting influence the effects of framed interventions using number of days to smoking relapse as the criterion. Perceived risk of quitting scores were dichotomized using a median split for the entire sample. Women reported a higher perceived risk of cessation than men. Participants who anticipated high risks associated with quitting smoking reported fewer days to relapse. Further, females in the gain-framed condition who reported low perceived risks of cessation had a greater number of days to relapse, as opposed to females in the loss-framed condition. These findings suggest that message framing interventions for smoking cessation should consider the influence of gender and risk perceptions associated with quitting on the effectiveness of framed interventions."
Lung	Outcomes	"The purpose of this analysis was to assess the impact of pretreatment factors on quality of life (QOL) in patients with locally advanced nonsmall cell lung cancer (NSCLC). In particular, this study focused on the possible interaction between gender-specific baseline health-related QOL and Karnofsky performance score (KPS) in a prospective randomized lung cancer trial. QOL information, using validated instruments (Functional Assessment of Cancer Therapy-Lung [FACT-L], version 2, and Functional Living Index-Cancer [FLIC]), was prospectively collected in patients with locally advanced NSCLC treated on Radiation Therapy Oncology Group (RTOG) trial 89-01. Between April 1990 and April 1994, 70 eligible patients participated in a phase III trial comparing a regimen containing sequential chemotherapy and radiation therapy versus sequential chemotherapy plus surgery. Of these 70 patients, 46 underwent pretreatment FLIC and 49 underwent pretreatment FACT-L. There was a significant interaction between gender and KPS using FLIC (P = 0.009), which also showed a trend toward significance with FACT (P = 0.09). Significant KPS-by-gender interactions were noted for FACT-L in the physical well-being and additional concerns-lung subscales (P = 0.012 and P = 0.0003, respectively). The results of both the FLIC and FACT-L demonstrated significantly lower scores corresponding to lower KPS values (P = 0.009 and P = 0.016, respectively). Results of this randomized study incorporating prospective QOL measurements suggested that in patients with locally advanced NSCLC, analyzing QOL data by either gender or performance status alone may not accurately reflect how these factors depend upon each another. Understanding the interaction between gender and performance status could lead to better prognosticators and potentially could tailor interventions for specific groups of patients with lung cancer."
Lung	Epidemiology	"This study assesses the epidemiological pattern of lung cancer cell-types in Ireland, with identification of any underlying gender variations.Lung cancer incidence data, including the major cell-types: squamous-cell-carcinoma (SCC), adenocarcinoma (AC), small-cell-lung-carcinoma (SCLC) and large-cell-carcinoma (LCC) were obtained from the national cancer registry (1994-2000), together with individual characteristics, such as age, gender, smoking status, and the year of diagnosis. Age-standardised incidence rates (ASIR), male-to-female (M: F) rate ratios (RR) of ASIR for SCC and AC, as well as RR of AC: SCC according to smoking status for both sexes, were estimated. Estimated-annual-percent-changes for each of the cell-types were calculated.AC incidence in females is rising annually (8.5%, p = 0.008) from 1994 to 2000, while SCC is declining (-5.4%, p = 0.01) in males. M: F ratios of ASIR are consistently greater than 'one', but converging recently. RR of AC: SCC is also approaching 'unity' across both sexes, irrespective of the smoking statusAn apparent increase in lung AC incidence in females was observed in Ireland that might indicate some local environmental risk factors, in addition to changing smoking habits. The study findings do not support the hypothesis that females in general are at higher risk for lung cancer development, but tobacco and histologic-specific susceptibility cannot be ruled out."
Lung	Review	There is expanding evidence that lung cancer has a multitude of sex differences. This article will review these differences and discuss nursing implications for women with lung cancer.Research and journal articles.Understanding the sex differences of lung cancer is essential for individualizing care for women with lung cancer.Nurses play an integral role throughout the trajectory of illness for women with lung cancer. Understanding the sex differences will help nurses to individualize the care for this population to meet their specific needs.
Lung	Outcomes	"To describe trends in lung cancer mortality in Spain between 1980 and 2005.Data on deaths from lung cancer during the study period were obtained from the Spanish National Institute of Statistics. Global and truncated (35 to 64 years) age-specific and gender-specific mortality rates were calculated and expressed as rates per 100,000 person-years. Trends were analyzed using joinpoint regression models.In 2005 in Spain, 16 647 men and 2471 women died from lung cancer, accounting for 26.6% and 6.6%, respectively, of all cancer deaths. In men, truncated mortality rates initially increased in the 1980-1992 period (3.1% per year; P<.05) but began to decrease in the 1992-2005 period (-0.8% per year, P<.05). Starting in the 1990s, age-specific mortality rates showed a statistically significant decrease in patients aged less than 85 years. For women, after an initial stable period, truncated mortality rates increased significantly from 1992 onward by 6.3% per year. The analysis by age groups showed that the rates increased in all age groups, except for patients aged 25 to 34 years and patients aged 75 to 84 years, in whom they remained stable.While lung cancer mortality began to decrease slightly among Spanish men 15 years ago, it increased significantly among women during the same period."
Lung	Review	There is expanding evidence that lung cancer has a multitude of sex differences. This article will review these differences and discuss nursing implications for women with lung cancer.Research and journal articles.Understanding the sex differences of lung cancer is essential for individualizing care for women with lung cancer.Nurses play an integral role throughout the trajectory of illness for women with lung cancer. Understanding the sex differences will help nurses to individualize the care for this population to meet their specific needs.
Lung	Pathophysiology	"It is a critical challenge to determine the risk of recurrence in early stage non-small cell lung cancer (NSCLC) patients. Accurate gene expression signatures are needed to classify patients into high- and low-risk groups to improve the selection of patients for adjuvant therapy.Multiple published microarray data sets were used to evaluate our previously identified lung cancer prognostic gene signature. Expression of the signature genes was further validated with real-time reverse transcription-PCR and Western blot assays of snap-frozen lung cancer tumor tissues.Our previously identified 35-gene signature stratified 264 patients with NSCLC into high- and low-risk groups with distinct overall survival rates (P < 0.05, Kaplan-Meier analysis, log-rank tests). The 35-gene signature further stratified patients with clinical stage 1A diseases into poor prognostic and good prognostic subgroups (P = 0.0007, Kaplan-Meier analysis, log-rank tests). This signature is independent of other prognostic factors for NSCLC, including age, sex, tumor differentiation, tumor grade, and tumor stage. The expression of the signature genes was validated with real-time reverse transcription-PCR analysis of lung cancer tumor specimens. Protein expression of two signature genes, TAL2 and ILF3, was confirmed in lung adenocarcinoma tumors by using Western blot analysis. These two biomarkers showed correlated mRNA and protein overexpression in lung cancer development and progression.The results indicate that the identified 35-gene signature is an accurate predictor of survival in NSCLC. It provides independent prognostic information in addition to traditional clinicopathologic criteria."
Lung	Outcomes	"The aim of this study is to compare the prevalence and intensity of symptoms and problems with functioning between women and men with inoperable lung cancer (LC) during 3 months post-diagnosis. One hundred and fifty-nine patients completed the EORTC QLQ C-30+LC13 at three time points: close to diagnosis and prior to treatment, and one, and 3 months later. Descriptive cross-sectional analyses and longitudinal analyses using repeated measure ANOVA were conducted. These patients reported many and intense symptoms and problems with functioning. The most salient finding from the cross-sectional analysis was that women reported both more, and more intense problems with emotional functioning close to diagnosis. Statistically significant improvements over time were found in both men and women with regard to emotional functioning, dyspnea, insomnia, cough, pain in arm/shoulder, while physical functioning, fatigue, constipation, dysphagia, peripheral neuropathy and alopecia deteriorated significantly over time. The longitudinal analyses suggest that, with the exception of emotional functioning, gender differences were not only related to biological sex alone, but were also found to be related to other components of the patients' life situation, such as education, age, civil status and type of LC. Sensitivity to different symptom experiences and responses to those experiences between and within women and men is also necessary in the management of symptoms in patients with inoperable LC."
Lung	Outcomes	"The aim of this study is to compare the prevalence and intensity of symptoms and problems with functioning between women and men with inoperable lung cancer (LC) during 3 months post-diagnosis. One hundred and fifty-nine patients completed the EORTC QLQ C-30+LC13 at three time points: close to diagnosis and prior to treatment, and one, and 3 months later. Descriptive cross-sectional analyses and longitudinal analyses using repeated measure ANOVA were conducted. These patients reported many and intense symptoms and problems with functioning. The most salient finding from the cross-sectional analysis was that women reported both more, and more intense problems with emotional functioning close to diagnosis. Statistically significant improvements over time were found in both men and women with regard to emotional functioning, dyspnea, insomnia, cough, pain in arm/shoulder, while physical functioning, fatigue, constipation, dysphagia, peripheral neuropathy and alopecia deteriorated significantly over time. The longitudinal analyses suggest that, with the exception of emotional functioning, gender differences were not only related to biological sex alone, but were also found to be related to other components of the patients' life situation, such as education, age, civil status and type of LC. Sensitivity to different symptom experiences and responses to those experiences between and within women and men is also necessary in the management of symptoms in patients with inoperable LC."
