Nr,Pubmed_ID,Review,Author,Title,Journal,Year,Subject,Species,Nr patients,
361,16772242,No," Sandeep M Jani,Collective=American College of Cardiology Foundation Guidelines Applied in Practice Steering Committee",Sex differences in the application of evidence-based therapies for the treatment of acute myocardial infarction: the American College of Cardiology's Guidelines Applied in Practice projects in Michigan.,Archives of internal medicine,2006 Jun 12,Management,Human,na,
362,16781235,No," Yoshihisa Hirakawa, Akihisa Iguchi",Differences in in-hospital mortality between men and women with acute myocardial infarction undergoing percutaneous coronary intervention in Japan: Tokai Acute Myocardial Infarction Study (TAMIS).,American heart journal,2006 Jun,Outcomes,Human,2020,
363,16401671,No," Tabassome Simon,Collective=USIC Investigators",Impact of age and gender on in-hospital and late mortality after acute myocardial infarction: increased early risk in younger women: results from the French nation-wide USIC registries.,European heart journal,2006 Jun,Epidemiology,Human,4347,
364,16473955,No," Micah S Johnson,",Sex differences in myocardial infarct size are abolished by sarcolemmal KATP channel blockade in rat.,American journal of physiology. Heart and circulatory physiology,2006 Jun,Pathophysiology,Rat,na,
365,16788330,Yes," Lauren D Gold, Harlan M Krumholz",Gender differences in treatment of heart failure and acute myocardial infarction: a question of quality or epidemiology?,Cardiology in review,2006 Jul-Aug,Review,Human,na,
366,16828585,No," Tobias Heer,Collective=ACOS Investigators",Gender differences in acute non-ST-segment elevation myocardial infarction.,The American journal of cardiology,2006 Jul 15,Epidemiology,Human,16817,
367,16828589,No," Rachid A Elkoustaf, Raymond G McKay",Comparison of results of percutaneous coronary intervention for non-ST-elevation acute myocardial infarction or unstable angina pectoris in men versus women.,The American journal of cardiology,2006 Jul 15,Management,Human,1197,
368,16784919,No," Edgar Argulian, Viola Vaccarino",Gender differences in short-term cardiovascular outcomes after percutaneous coronary interventions.,The American journal of cardiology,2006 Jul 1,Management,Human,4768,
369,16787801,No," David D Vega, Marc L Pollack",Beta-blocker use in elderly ED patients with acute myocardial infarction.,The American journal of emergency medicine,2006 Jul,Management,Human,385,
370,16919573,No," Tali Sharir, Daniel S Berman",Prognostic value of poststress left ventricular volume and ejection fraction by gated myocardial perfusion SPECT in women and men: gender-related differences in normal limits and outcomes.,Journal of nuclear cardiology : official publication of the American Society of Nuclear Cardiology,2006 Jul,Management,Human,8134,
371,16365609,No," Christopher S Hollenbeak,",Gender disparities in percutaneous coronary interventions for acute myocardial infarction in Pennsylvania.,Medical care,2006 Jan,Management,Human,31351,
372,16441531,No," Sharon O'Donnell,",Prehospital care pathway delays: gender and myocardial infarction.,Journal of advanced nursing,2006 Feb,Management,Human,890,
373,16545615,No," Julie D MacInnes,",The illness perceptions of women following symptoms of acute myocardial infarction: a self-regulatory approach.,European journal of cardiovascular nursing : journal of the Working Group on Cardiovascular Nursing of the European Society of Cardiology,2006 Dec,Management,Human,na,
374,16834580,No," Suha Omran, Musa Al-Hassan",Gender differences in signs and symptoms presentation and treatment of Jordanian myocardial infarction patients.,International journal of nursing practice,2006 Aug,Clinical,Human,83,
375,19755257,No," Vassilis Voudris,",Sex differences and their impact on clinical outcome after percutaneous or surgical revascularisation: a report from the Arterial Revascularisation Therapies Study (ARTS).,EuroIntervention : journal of EuroPCR in collaboration with the Working Group on Interventional Cardiology of the European Society of Cardiology,2006 Aug,Outcomes,Human,1205,
376,16948397,No," Birga Maier,",Does diabetes mellitus explain the higher hospital mortality of women with acute myocardial infarction? Results from the Berlin Myocardial Infarction Registry.,Journal of investigative medicine : the official publication of the American Federation for Clinical Research,2006 Apr,Outcomes,Human,3715,
377,16164472,No," Marja-Leena Kristofferzon, Marianne Carlsson","Coping, social support and quality of life over time after myocardial infarction.",Journal of advanced nursing,2005 Oct,Outcomes,Human,171,
378,16149976,No," Sharon O'Donnell,",In-hospital care pathway delays: gender and myocardial infarction.,Journal of advanced nursing,2005 Oct,Management,Human,890,
379,16394590,No," Yoshihisa Hirakawa, Akihisa Iguchi",Age-related differences in the delivery of cardiac management to women versus men with acute myocardial infarction in Japan: Tokai Acute Myocardial Infarction Study: TAMIS.,International heart journal,2005 Nov,Management,Human,1967,
380,15953793,Yes," Tasneem Z Naqvi, C Noel Bairey Merz",Gender differences in the link between depression and cardiovascular disease.,Psychosomatic medicine,2005 May-Jun,Review,Human,na,
381,15862411,No," Gang Hu,",The gender-specific impact of diabetes and myocardial infarction at baseline and during follow-up on mortality from all causes and coronary heart disease.,Journal of the American College of Cardiology,2005 May 3,Epidemiology,Human,6731,
382,15827741,No," G Hu, J Tuomilehto",Sex differences in cardiovascular and total mortality among diabetic and non-diabetic individuals with or without history of myocardial infarction.,Diabetologia,2005 May,Outcomes,Human,51735,
383,15865855,Yes," Donna M Polk, Tasneem Z Naqvi","Cardiovascular disease in women: sex differences in presentation, risk factors, and evaluation.",Current cardiology reports,2005 May,Review,Human,na,
384,15687329,No, Gerald B Phillips,Is atherosclerotic cardiovascular disease an endocrinological disorder? The estrogen-androgen paradox.,The Journal of clinical endocrinology and metabolism,2005 May,Pathophysiology,Human,na,
385,15766814,No," Julinda Mehilli, Albert Schömig",Gender and myocardial salvage after reperfusion treatment in acute myocardial infarction.,Journal of the American College of Cardiology,2005 Mar 15,Management,Human,763,
386,15721492,No," Viktor Culi?, Dinko Miri?",Meta-analysis of possible external triggers of acute myocardial infarction.,International journal of cardiology,2005 Mar 10,Epidemiology,Human,10519,
387,15888639,No," Janice M Barnhart, Judith Wylie-Rosett",Awareness of heart attack symptoms and lifesaving actions among New York City area residents.,Journal of urban health : bulletin of the New York Academy of Medicine,2005 Jun,Management,Human,3410,
388,16027643,Yes," Wan Chen, Kathleen A Puntillo",Gender differences in symptoms associated with acute myocardial infarction: a review of the research.,Heart & lung : the journal of critical care,2005 Jul-Aug,Review,Human,na,
389,15629381,No," Elena Biagini, Don Poldermans",Seven-year follow-up after dobutamine stress echocardiography: impact of gender on prognosis.,Journal of the American College of Cardiology,2005 Jan 4,Management,Human,3381,
390,15590222,No," Debra K Moser, Misook L Chung",Gender differences in reasons patients delay in seeking treatment for acute myocardial infarction symptoms.,Patient education and counseling,2005 Jan,Epidemiology,Human,194,
391,15639486,No," Xiao-Ming Gao, Xiao-Jun Du","Mouse model of post-infarct ventricular rupture: time course, strain- and gender-dependency, tensile strength, and histopathology.",Cardiovascular research,2005 Feb 1,Pathophysiology,Mouse,na,
392,15820843,No," Ottar Bjerkeset, Alv A Dahl",Anxiety and depression following myocardial infarction: gender differences in a 5-year prospective study.,Journal of psychosomatic research,2005 Feb,Outcomes,Human,23692,
393,16107620,No," Viola Vaccarino,Collective=National Registry of Myocardial Infarction Investigators","Sex and racial differences in the management of acute myocardial infarction, 1994 through 2002.",The New England journal of medicine,2005 Aug 18,Management,Human,598911,
394,16100169,No," Manuel Martínez-Sellés, Héctor Bueno",Influence of age on gender differences in the management of acute inferior or posterior myocardial infarction.,Chest,2005 Aug,Management,Human,1178,
395,15764682,No," Paul Bridgman, Richard D Patten",Gender-specific patterns of left ventricular and myocyte remodeling following myocardial infarction in mice deficient in the angiotensin II type 1a receptor.,American journal of physiology. Heart and circulatory physiology,2005 Aug,Pathophysiology,Human,na,
396,15811868,No," Alexandra J Lansky, Gregg W Stone",Gender differences in outcomes after primary angioplasty versus primary stenting with and without abciximab for acute myocardial infarction: results of the Controlled Abciximab and Device Investigation to Lower Late Angioplasty Complications (CADILLAC) trial.,Circulation,2005 Apr 5,Management,Human,2082,
397,15718263,No," David A Brown, Russell L Moore",Susceptibility of the heart to ischaemia-reperfusion injury and exercise-induced cardioprotection are sex-dependent in the rat.,The Journal of physiology,2005 Apr 15,Pathophysiology,Rat,46,
398,16097412,No," Stein Harald Johnsen, Egil Arnesen",Sex differences in plaque morphology may explain the higher male prevalence of myocardial infarction compared to angina pectoris. The Tromsø Study.,Scandinavian cardiovascular journal : SCJ,2005 Apr,Pathophysiology,Human,6727,
399,16227707,No," Daiva Rastenyte, Lina Jancaityte",Sex differences in one-year mortality after a first-ever myocardial infarction.,"Medicina (Kaunas, Lithuania)",2005,Outcomes,Human,na,
400,16295795,No," A Kirsten Woodend, Gerald M Devins",Gender of the care environment: influence on recovery in women with heart disease.,Canadian journal of cardiovascular nursing ,2005,Outcomes,Human,na,
401,15743735,No," Rene Martin, Katherine Lemos",Gender differences in patients' attributions for myocardial infarction: implications for adaptive health behaviors.,International journal of behavioral medicine,2005,Outcomes,Human,157,
402,15786796,No," Loretta A Jarrell, C Ann Brown",Gender differences in functional capacity following myocardial infarction: an exploratory study.,Canadian journal of cardiovascular nursing ,2005,Outcomes,Human,na,
403,16782678,No," J D MacInnes,",The illness perceptions of women following acute myocardial infarction: implications for behaviour change and attendance at cardiac rehabilitation.,Women & health,2005,Management,Human,10,
404,15325844,No," Maria A Cavasin, Xiao-Ping Yang",Gender differences in cardiac function during early remodeling after acute myocardial infarction in mice.,Life sciences,2004 Sep 17,Pathophysiology,Human,na,
405,15454593,No," R Ian Williams, Robert R West",Gender differences in management after acute myocardial infarction: not 'sexism' but a reflection of age at presentation.,"Journal of public health (Oxford, England)",2004 Sep,Management,Human,1595,
406,15518611,No," Jaume Marrugat,Collective=REGICOR Investigators",Short-term (28 days) prognosis between genders according to the type of coronary event (Q-wave versus non-Q-wave acute myocardial infarction versus unstable angina pectoris).,The American journal of cardiology,2004 Nov 1,Outcomes,Human,20836,
407,15188941,No," Stefan Agewall, Loghman Henareh",Reduced quality of life after myocardial infarction in women compared with men.,Clinical cardiology,2004 May,Outcomes,Human,123,
408,15026870,No," Daniel Petrovic, Borut Peterlin",Sex difference in the effect of ACE-DD genotype on the risk of premature myocardial infarction.,Angiology,2004 Mar-Apr,Pathophysiology,Human,738,
409,15145860,No," K H Mak, S K Chew",Ethnic variations in female vulnerability after an acute coronary event.,Heart (British Cardiac Society),2004 Jun,Epidemiology,Human,16320,
410,15255459,No," Tiia Bakler, Mati Rahu",Comparison of management and 30-day mortality of acute myocardial infarction in men versus women in Estonia.,Acta cardiologica,2004 Jun,Outcomes,Human,395,
411,15266360,No," Susan E Jelinski, Colleen J Maxwell",Absence of sex differences in pharmacotherapy for acute myocardial infarction.,The Canadian journal of cardiology,2004 Jul,Management,Human,914,
412,15487266,Yes," Giuseppe G L Biondi-Zoccai, Antonio Abbate","Female gender, myocardial remodeling and cardiac failure: are women protected from increased myocardiocyte apoptosis?",Italian heart journal : official journal of the Italian Federation of Cardiology,2004 Jul,Review,Human,na,
413,15264970,No," RenÃ© Martin,",Gender disparities in common sense models of illness among myocardial infarction victims.,"Health psychology : official journal of the Division of Health Psychology, American Psychological Association",2004 Jul,Management,Human,157,
414,14987974,No," Renée-Louise Franche, Donna E Stewart",Sex differences in predictors of illness intrusiveness 1 year after a cardiac event.,Journal of psychosomatic research,2004 Jan,Outcomes,Human,243,
415,14691431,No," Jacqueline E Tamis-Holland,Collective=GUSTO II-B Angioplasty Substudy Investigators",Benefits of direct angioplasty for women and men with acute myocardial infarction: results of the Global Use of Strategies to Open Occluded Arteries in Acute Coronary Syndromes Angioplasty (GUSTO II-B) Angioplasty Substudy.,American heart journal,2004 Jan,Management,Human,na,
416,14975550,No," Vanina Bongard, Jean-Pierre Cambou",Drug prescriptions and referral to cardiac rehabilitation after acute coronary events: comparison between men and women in the French PREVENIR Survey.,International journal of cardiology,2004 Feb,Management,Human,2626,
417,15562204,No," Auni Juutilainen, Markku Laakso",Gender difference in the impact of type 2 diabetes on coronary heart disease risk.,Diabetes care,2004 Dec,Epidemiology,Human,2131,
418,15368804,No," Danish Saleheen, Philippe Frossard",CAD risk factors and acute myocardial infarction in Pakistan.,Acta cardiologica,2004 Aug,Epidemiology,Human,976,
419,15282467,Yes," Colleen Gorman Koch, Eugene H Blackstone",Health-related quality of life after coronary artery bypass grafting: a gender analysis using the Duke Activity Status Index.,The Journal of thoracic and cardiovascular surgery,2004 Aug,Review,Human,1825,
420,15059290,No," Wayne Putnam, David Zitner",Evidence-based cardiovascular care in the community: a population-based cross-sectional study.,BMC family practice,2004 Apr 1,Management,Human,na,
421,15084371,No," Annika Rosengren, David Hasdai","Sex, age, and clinical presentation of acute coronary syndromes.",European heart journal,2004 Apr,Clinical,Human,10253,
422,15153680,No," Satoshi Yamada, Masashi Shiomi",Age-related changes in serum/plasma biochemical parameters of WHHLMI rabbits.,Experimental animals / Japanese Association for Laboratory Animal Science,2004 Apr,Pathophysiology,Human,na,
423,14640258,Yes," Elizabeth M Holper, David P Faxon",Percutaneous coronary intervention in women.,Journal of the American Medical Women's Association (1972),2003 Season=Fall,Review,Human,na,
424,14519183,No," Anders Romelsjö, Anders Ahlbom","Abstention, alcohol use and risk of myocardial infarction in men and women taking account of social support and working conditions: the SHEEP case-control study.","Addiction (Abingdon, England)",2003 Oct,Epidemiology,Human,3905,
425,14631515,No, W Lane Duvall,Cardiovascular disease in women.,"The Mount Sinai journal of medicine, New York",2003 Oct,Management,Human,na,
426,14675790,No," Sherry L Grace, Donna E Stewart","Presentation, delay, and contraindication to thrombolytic treatment in females and males with myocardial infarction.",Women's health issues : official publication of the Jacobs Institute of Women's Health,2003 Nov-Dec,Management,Human,482,
427,14609784,No," Wei-Ching Chang, Paul W Armstrong",Impact of sex on long-term mortality from acute myocardial infarction vs unstable angina.,Archives of internal medicine,2003 Nov 10,Outcomes,Human,31408,
428,14597931,No," Amber Crowley, Robert J Goldberg",Sex differences in survival after acute myocardial infarction in patients with diabetes mellitus (Worcester Heart Attack Study).,American heart journal,2003 Nov,Outcomes,Human,2634,
429,14608287,No," Justina C Wu, Marielle Scherrer-Crosbie",Influence of sex on ventricular remodeling after myocardial infarction in mice.,Journal of the American Society of Echocardiography : official publication of the American Society of Echocardiography,2003 Nov,Pathophysiology,Mouse,NA,
430,14578252,No," Michelle M Graham,Collective=APPROACH Investigators",Sex differences in the prognostic importance of diabetes in patients with ischemic heart disease undergoing coronary angiography.,Diabetes care,2003 Nov,Management,Human,17401,
431,14651708,Yes," Marja-Leena Kristofferzon, Marianne Carlsson",Myocardial infarction: gender differences in coping and social support.,Journal of advanced nursing,2003 Nov,Review,Human,na,
432,12718459,No," Peter Nilsson,Collective=National Programme of Quality Assurance in Secondary Prevention in Sweden",Gender differences in secondary prevention of coronary heart disease: reasons to worry or not?,Scandinavian journal of primary health care,2003 Mar,Management,Human,9135,
433,12823649,No," Leslie R Harrold, Robert J Goldberg",Narrowing gender differences in procedure use for acute myocardial infarction: insights from the Worcester heart attack study.,Journal of general internal medicine : official journal of the Society for Research and Education in Primary Care Internal Medicine,2003 Jun,Management,Human,4682,
434,12898798,Yes," Giuseppe Mercuro, Francesco Dragoni",Gender differences in cardiovascular risk factors.,Italian heart journal : official journal of the Italian Federation of Cardiology,2003 Jun,Review,Human,NA,
435,12788302,No," Michael C Tjandrawidjaja,Collective=ASSENT-2 Investigators",The impact of gender on the treatment and outcomes of patients with early reinfarction after fibrinolysis: insights from ASSENT-2.,European heart journal,2003 Jun,Management,Human,16949,
436,12883098,No," Debra K Moser, Maree Barnett",An international perspective on gender differences in anxiety early after acute myocardial infarction.,Psychosomatic medicine,2003 Jul-Aug,Outcomes,Human,912,
437,12687848,No," Velislav Batchvarov, Marek Malik",Ventricular gradient as a risk factor in survivors of acute myocardial infarction.,Pacing and clinical electrophysiology : PACE,2003 Jan,Outcomes,Human,681,
438,14665483,No," Saif S Rathore, Harlan M Krumholz",Sex differences in use of coronary revascularization in elderly patients after acute myocardial infarction: a tale of two therapies.,Chest,2003 Dec,Management,Human,66830,
439,14564973,Yes," Felicita Andreotti, Filippo Crea","Sex, survival bias, and mortality following acute myocardial infarction.",Italian heart journal : official journal of the Italian Federation of Cardiology,2003 Aug,Review,Human,NA,
440,14564977,Yes," Patrizia Presbitero, Addolorata Carcagnì",Gender differences in the outcome of interventional cardiac procedures.,Italian heart journal : official journal of the Italian Federation of Cardiology,2003 Aug,Review,Human,NA,
441,12891599,No," David Antoniucci, Giovanni M Santoro",Does gender affect the clinical outcome of patients with acute myocardial infarction complicated by cardiogenic shock who undergo percutaneous coronary intervention?,Catheterization and cardiovascular interventions : official journal of the Society for Cardiac Angiography & Interventions,2003 Aug,Outcomes,Human,208,
442,12589121,No," Leslie R Harrold, Robert J Goldberg",Age and sex differences in the treatment of patients with initial acute myocardial infarction: a community-wide perspective.,Cardiology,2003,Management,Human,5915,
443,12230349,No," Saif S Rathore, Harlan M Krumholz",Sex differences in cardiac catheterization after acute myocardial infarction: the role of procedure appropriateness.,Annals of internal medicine,2002 Sep 17,Management,Human,143444,
444,12375213,No," G Grande, H Mannebach",Women and men after acute myocardial infarction: are there gender differences in participation rates in cardiac rehabilitation?,Die Rehabilitation,2002 Oct,Management,Human,668,
445,12020487,No," Alice K Jacobs, Katherine M Detre","Improved outcomes for women undergoing contemporary percutaneous coronary intervention: a report from the National Heart, Lung, and Blood Institute Dynamic registry.",Journal of the American College of Cardiology,2002 May 15,Management,Human,NA,
446,11994975,No," W Craig Hooper, Bruce L Evatt",Relationship of venous thromboembolism and myocardial infarction with the renin-angiotensin system in African-Americans.,American journal of hematology,2002 May,Pathophysiology,Human,NA,
447,12032575,No," Giuseppe S Berton, Paolo Palatini",Heart rate during myocardial infarction: relationship with one-year global mortality in men and women.,The Canadian journal of cardiology,2002 May,Clinical,Human,424,
448,12188076,No," R Kam, Y L Lim",Gender differences in outcome after an acute myocardial infarction in Singapore.,Singapore medical journal,2002 May,Epidemiology,Human,17473,
449,11889010,No," Viola Vaccarino, William S Weintraub",Sex differences in hospital mortality after coronary artery bypass surgery: evidence for a higher mortality in younger women.,Circulation,2002 Mar 12,Management,Human,51187,
450,11871928,No," John G Canto,Collective=National Registry of Myocardial Infarction 2 Investigators",The association of sex and payer status on management and subsequent survival in acute myocardial infarction.,Archives of internal medicine,2002 Mar 11,Management,Human,327040,
451,11867033,No," Tobias Heer, Jochen Senges",Gender differences in acute myocardial infarction in the era of reperfusion (the MITRA registry).,The American journal of cardiology,2002 Mar 1,Management,Human,6067,
452,11886483,No," V Lundberg, K Asplund",Exploring sex differences in case fatality in acute myocardial infarction or coronary death events in the northern Sweden MONICA Project.,Journal of internal medicine,2002 Mar,Management,Human,3152,
453,12084587,No," D A Alter, J V Tu",Biology or bias: practice patterns and long-term outcomes for men and women with acute myocardial infarction.,Journal of the American College of Cardiology,2002 Jun 19,Outcomes,Human,25697,
454,12122387,Yes," Holli A DeVon, Julie Johnson Zerwic",Symptoms of acute coronary syndromes: are there gender differences? A review of the literature.,Heart & lung : the journal of critical care,2002 Jul-Aug,Review,Human,NA,
455,12108601,No," Véronique L Roger, Bernard J Gersh",Sex differences in evaluation and outcome after stress testing.,Mayo Clinic proceedings. Mayo Clinic,2002 Jul,Management,Human,3546,
456,12094195,No," Kunihiko Matsui, Masakiyo Nobuyoshi",Impact of sex and its interaction with age on the management of and outcome for patients with acute myocardial infarction in 4 Japanese hospitals.,American heart journal,2002 Jul,Management,Human,828,
457,11996869,No," Sylvie Cossette, François Lespérance",Nursing approaches to reducing psychological distress in men and women recovering from myocardial infarction.,International journal of nursing studies,2002 Jul,Outcomes,Human,441,
458,11779263,No," Julinda Mehilli, Albert Schömig",Sex-based analysis of outcome in patients with acute myocardial infarction treated predominantly with percutaneous coronary intervention.,JAMA : the journal of the American Medical Association,2002 Jan 9,Management,Human,1937,
459,11812552,No," Eric Boersma, Maarten L Simoons",Platelet glycoprotein IIb/IIIa inhibitors in acute coronary syndromes: a meta-analysis of all major randomised clinical trials.,Lancet,2002 Jan 19,Management,Human,31402,
460,11849861,No," Adelaide M Arruda-Olson, Patricia A Pellikka","Prognostic value of exercise echocardiography in 5,798 patients: is there a gender difference?",Journal of the American College of Cardiology,2002 Feb 20,Management,Human,5798,
461,12486430,No," Saif S Rathore, Harlan M Krumholz",Race and sex differences in the refusal of cardiac catheterization among elderly patients hospitalized with acute myocardial infarction.,American heart journal,2002 Dec,Management,Human,74745,
462,12208378,No," Paul A Heidenreich, Mark McClellan",Racial and sex differences in refusal of coronary angiography.,The American journal of medicine,2002 Aug 15,Management,Human,2881,
463,11896138,No," R Peter,",Psychosocial work environment and myocardial infarction: improving risk estimation by combining two complementary job stress models in the SHEEP Study.,Journal of epidemiology and community health,2002 Apr,Epidemiology,Human,2098,
464,12201626,No," N Ranjith, B R Winkelmann",Acute myocardial infarction in a young South African Indian-based population: patient characteristics on admission and gender-specific risk factor prevalence.,Current medical research and opinion,2002,Epidemiology,Human,245,
465,12446190,Yes,"Karciogcarolu O, Aslan O ",Gender differences in the management and survival of patients with acute myocardial infarction.,European journal of internal medicine,2002,Review,Human,na,
466,11579348,No," F Spencer, J M Gore",Decade-long trends (1986 to 1997) in the medical treatment of patients with acute myocardial infarction: A community-wide perspective.,American heart journal,2001 Oct,Management,Human,437000,
467,11767809,No," C F Mendes de Leon,Collective=Enhancing Recovery in Coronary Heart Disease (ENRICHD) Pilot Study",Psychosocial characteristics after acute myocardial infarction: the ENRICHD pilot study. Enhancing Recovery in Coronary Heart Disease.,Journal of cardiopulmonary rehabilitation,2001 Nov-Dec,Outcomes,Human,88,
468,11691514,No," S C Wong,Collective=SHOCK Investigators",Absence of gender differences in clinical outcomes in patients with cardiogenic shock complicating acute myocardial infarction. A report from the SHOCK Trial Registry.,Journal of the American College of Cardiology,2001 Nov 1,Outcomes,Human,1190,
469,11933917,No," M Zubaid, C G Suresh",Differences in thrombolytic treatment and in-hospital mortality between women and men after acute myocardial infarction.,Japanese heart journal,2001 Nov,Outcomes,Human,356,
470,11350108,No," P J Schreiner, V Salomaa",Gender differences in recurrent coronary events, the FINMONICA MI register.,European heart journal,2001 May,Epidemiology,Human,4900
471,11292273,No," S Cossette, F Lespérance",Clinical implications of a reduction in psychological distress on cardiac prognosis in patients participating in a psychosocial intervention program.,Psychosomatic medicine,2001 Mar-Apr,Outcomes,Human,433,
472,11501324,No," A Bannerman, J Norrie",Myocardial infarction in men and women under 65 years of age: no evidence of gender bias.,Scottish medical journal,2001 Jun,Epidemiology,Human,219,
473,11398025,No," R A Ott, A B Gazzaniga",Conventional coronary artery bypass grafting: why women take longer to recover.,The Journal of cardiovascular surgery,2001 Jun,Management,Human,511,
474,11177329,No," V Vaccarino, R J Goldberg",Sex differences in 2-year mortality after hospital discharge for myocardial infarction.,Annals of internal medicine,2001 Feb 6,Outcomes,Human,6826,
475,11165962,No," D Antoniucci, E V Dovellini",Sex-based differences in clinical and angiographic outcomes after primary angioplasty or stenting for acute myocardial infarction.,The American journal of cardiology,2001 Feb 1,Management,Human,1019,
476,11161950,No," A Rosengren, M Rosén",Sex differences in survival after myocardial infarction in Sweden, data from the Swedish National Acute Myocardial Infarction Register.,European heart journal,2001 Feb,Outcomes,Human,353905
477,11748096,No," B A Vakili, D L Brown",Sex-based differences in early mortality of patients undergoing primary angioplasty for first acute myocardial infarction.,Circulation,2001 Dec 18,Outcomes,Human,1044,
478,11735761,No," S S Rathore, H M Krumholz",Sex differences in cardiac catheterization: the role of physician gender.,JAMA : the journal of the American Medical Association,2001 Dec 12,Management,Human,335,
479,10952838,No," T J Bowker, K M Fox","A national Survey of Acute Myocardial Infarction and Ischaemia (SAMII) in the U.K.: characteristics, management and in-hospital outcome in women compared to men in patients under 70 years.",European heart journal,2000 Sep,Outcomes,Human,1064,
480,10999494,Yes," D M Bell, J Nappi",Myocardial infarction in women: a critical appraisal of gender differences in outcomes.,Pharmacotherapy,2000 Sep,Review,Human,NA,
481,11025832,No," J Mehilli, A Schömig",Differences in prognostic factors and outcomes between women and men undergoing coronary artery stenting.,JAMA : the journal of the American Medical Association,2000 Oct 11,Outcomes,Human,4264,
482,11140544,Yes, E G Giardina,Heart disease in women.,International journal of fertility and women's medicine,2000 Nov-Dec,Review,Human,450000,
483,11076821,No," S Gottlieb, S Behar",Sex differences in management and outcome after acute myocardial infarction in the 1990s: A prospective observational community-based study. Israeli Thrombolytic Survey Group.,Circulation,2000 Nov 14,Outcomes,Human,2867,
484,11201631,No," M C Queirós, C Abreu-Lima",Determinants of in-hospital mortality in women with acute myocardial infarction who underwent primary coronary angioplasty.,Revista portuguesa de cardiologia : orgão oficial da Sociedade Portuguesa de Cardiologia ,2000 Nov,Epidemiology,Human,130,
485,10809997,No," M Peltonen, K Asplund",Marked improvement in survival after acute myocardial infarction in middle-aged men but not in women. The Northern Sweden MONICA study 1985-94.,Journal of internal medicine,2000 May,Outcomes,Human,4257,
486,10735139,Yes," J G Oerlemans,",[Angina pectoris and normal coronary arteries: prevalence and prognosis in men and women].,Nederlands tijdschrift voor geneeskunde,2000 Mar 11,Review,Human,na,
487,10744794,No," P O'Farrel, K Adamo",Sex differences in cardiac rehabilitation.,The Canadian journal of cardiology,2000 Mar,Management,Human,387,
488,10831940,No," Y Drory, M Weingarten",Comparison of sexual activity of women and men after a first acute myocardial infarction.,The American journal of cardiology,2000 Jun 1,Outcomes,Human,512,
489,10849147,No," A Bengtson, J Herlitz",Differences between men and women on the waiting list for coronary revascularization.,Journal of advanced nursing,2000 Jun,Clinical,Human,831,
490,10860759,No," T M Lee, C H Tsai",Cardioprotective effects of 17 beta-estradiol produced by activation ofmitochondrial ATP-sensitive K(+)Channels in canine hearts.,Journal of molecular and cellular cardiology,2000 Jul,Pathophysiology,DOG,NA,
491,10888147,No," K A Kim, E McErlean",Differences between men and women in anxiety early after acute myocardial infarction.,"American journal of critical care : an official publication, American Association of Critical-Care Nurses",2000 Jul,Outcomes,Human,424,
492,10955368,No," D Rieves, E Shacter",Clinical trial (GUSTO-1 and INJECT) evidence of earlier death for men than women after acute myocardial infarction.,The American journal of cardiology,2000 Jan 15,Outcomes,Human,NA,
493,11076987,No," B Hanratty, A Hall","Sex differences in risk factors, treatment and mortality after acute myocardial infarction: an observational study.",Journal of epidemiology and community health,2000 Dec,Management,Human,3684,
494,10933346,No," L Cho, A M Lincoff","Clinical benefit of glycoprotein IIb/IIIa blockade with Abciximab is independent of gender: pooled analysis from EPIC, EPILOG and EPISTENT trials. Evaluation of 7E3 for the Prevention of Ischemic Complications. Evaluation in Percutaneous Transluminal Coronary Angioplasty to Improve Long-Term Outcome with Abciximab GP IIb/IIIa blockade. Evaluation of Platelet IIb/IIIa Inhibitor for Stent.",Journal of the American College of Cardiology,2000 Aug,Management,Human,NA,
495,10760327,No," N G Mahon, D D Sugrue",Gender differences in the management and outcome of acute myocardial infarction in unselected patients in the thrombolytic era.,The American journal of cardiology,2000 Apr 15,Outcomes,Human,1059,
496,10748383,No," C Arslanian-Engoren,",Gender and age bias in triage decisions.,Journal of emergency nursing: JEN : official publication of the Emergency Department Nurses Association,2000 Apr,Management,Human,na,
497,10467206,No," A D White, A R Folsom",Sex and race differences in short-term prognosis after acute coronary heart disease events: the Atherosclerosis Risk In Communities (ARIC) study.,American heart journal,1999 Sep,Outcomes,Human,NA,
498,10656172,No," S Djurovic, K Berg",Altered serum concentrations of TGF-beta 1 and Lp(a) lipoprotein and their correlation in patients with first acute myocardial infarction.,"Nutrition, metabolism, and cardiovascular diseases : NMCD",1999 Oct,Pathophysiology,Human,210,
499,10564625,No," C Bosetti, C La Vecchia",Smoking and acute myocardial infarction among women and men: A case-control study in Italy.,Preventive medicine,1999 Nov,Epidemiology,Human,3069,
500,10231631,No," B W Mays, J A Freischlag",Women have increased risk of perioperative myocardial infarction and higher long-term mortality rates after lower extremity arterial bypass grafting.,"Journal of vascular surgery : official publication, the Society for Vascular Surgery [and] International Society for Cardiovascular Surgery, North American Chapter",1999 May,Outcomes,Human,148,
501,10362009,No," F D Wolinsky,",The risk of hospitalization for acute myocardial infarction among older adults.,"The journals of gerontology. Series A, Biological sciences and medical sciences",1999 May,Epidemiology,Human,6071,
